"name","date","Season","value"
"MGL",2004-12-11,"Summer",1
"NED",2004-12-11,"Summer",77
"NGR",2004-12-11,"Summer",8
"NOR",2004-12-11,"Summer",7
"NZL",2004-12-11,"Summer",6
"PAR",2004-12-11,"Summer",17
"POL",2004-12-11,"Summer",12
"POR",2004-12-11,"Summer",3
"PRK",2004-12-11,"Summer",5
"ROU",2004-12-11,"Summer",39
"RSA",2004-12-11,"Summer",10
"RUS",2004-12-11,"Summer",189
"SCG",2004-12-11,"Summer",13
"SLO",2004-12-11,"Summer",5
"SUI",2004-12-11,"Summer",7
"SVK",2004-12-11,"Summer",10
"SWE",2004-12-11,"Summer",12
"SYR",2004-12-11,"Summer",1
"THA",2004-12-11,"Summer",8
"TPE",2004-12-11,"Summer",9
"TTO",2004-12-11,"Summer",1
"TUR",2004-12-11,"Summer",11
"UAE",2004-12-11,"Summer",1
"UKR",2004-12-11,"Summer",47
"USA",2004-12-11,"Summer",263
"UZB",2004-12-11,"Summer",5
"VEN",2004-12-11,"Summer",2
"ZIM",2004-12-11,"Summer",3
"AUS",2006-12-11,"Winter",2
"AUT",2006-12-11,"Winter",30
"BLR",2006-12-11,"Winter",1
"BUL",2006-12-11,"Winter",1
"CAN",2006-12-11,"Winter",69
"CHN",2006-12-11,"Winter",13
"CRO",2006-12-11,"Winter",3
"CZE",2006-12-11,"Winter",27
"EST",2006-12-11,"Winter",3
"FIN",2006-12-11,"Winter",41
"FRA",2006-12-11,"Winter",15
"GBR",2006-12-11,"Winter",1
"GER",2006-12-11,"Winter",54
"ITA",2006-12-11,"Winter",25
"JPN",2006-12-11,"Winter",1
"KOR",2006-12-11,"Winter",19
"LAT",2006-12-11,"Winter",1
"NED",2006-12-11,"Winter",13
"NOR",2006-12-11,"Winter",23
"POL",2006-12-11,"Winter",2
"RUS",2006-12-11,"Winter",41
"SUI",2006-12-11,"Winter",21
"SVK",2006-12-11,"Winter",1
"SWE",2006-12-11,"Winter",64
"UKR",2006-12-11,"Winter",3
"USA",2006-12-11,"Winter",52
"AFG",2008-12-11,"Summer",1
"ALG",2008-12-11,"Summer",2
"ARG",2008-12-11,"Summer",51
"ARM",2008-12-11,"Summer",6
"AUS",2008-12-11,"Summer",149
"AUT",2008-12-11,"Summer",3
"AZE",2008-12-11,"Summer",7
"BAH",2008-12-11,"Summer",7
"BEL",2008-12-11,"Summer",5
"BLR",2008-12-11,"Summer",29
"BRA",2008-12-11,"Summer",78
"BUL",2008-12-11,"Summer",5
"CAN",2008-12-11,"Summer",35
"CHI",2008-12-11,"Summer",1
"CHN",2008-12-11,"Summer",184
"CMR",2008-12-11,"Summer",1
"COL",2008-12-11,"Summer",2
"CRO",2008-12-11,"Summer",5
"CUB",2008-12-11,"Summer",47
"CZE",2008-12-11,"Summer",7
"DEN",2008-12-11,"Summer",19
"DOM",2008-12-11,"Summer",2
"ECU",2008-12-11,"Summer",1
"EGY",2008-12-11,"Summer",1
"ESP",2008-12-11,"Summer",70
"EST",2008-12-11,"Summer",3
"ETH",2008-12-11,"Summer",7
"FIN",2008-12-11,"Summer",5
"FRA",2008-12-11,"Summer",77
"GBR",2008-12-11,"Summer",81
"GEO",2008-12-11,"Summer",6
"GER",2008-12-11,"Summer",99
"GRE",2008-12-11,"Summer",7
"HUN",2008-12-11,"Summer",27
"INA",2008-12-11,"Summer",7
"IND",2008-12-11,"Summer",3
"IRI",2008-12-11,"Summer",2
"IRL",2008-12-11,"Summer",3
"ISL",2008-12-11,"Summer",14
"ISR",2008-12-11,"Summer",1
"ITA",2008-12-11,"Summer",42
"JAM",2008-12-11,"Summer",14
"JPN",2008-12-11,"Summer",51
"KAZ",2008-12-11,"Summer",13
"KEN",2008-12-11,"Summer",15
"KGZ",2008-12-11,"Summer",2
"KOR",2008-12-11,"Summer",78
"LAT",2008-12-11,"Summer",3
"LTU",2008-12-11,"Summer",5
"MAR",2008-12-11,"Summer",2
"MAS",2008-12-11,"Summer",1
"MDA",2008-12-11,"Summer",1
"MEX",2008-12-11,"Summer",4
"MGL",2008-12-11,"Summer",4
"MRI",2008-12-11,"Summer",1
"NED",2008-12-11,"Summer",61
"NGR",2008-12-11,"Summer",23
"NOR",2008-12-11,"Summer",22
"NZL",2008-12-11,"Summer",15
"PAN",2008-12-11,"Summer",1
"POL",2008-12-11,"Summer",20
"POR",2008-12-11,"Summer",2
"PRK",2008-12-11,"Summer",6
"ROU",2008-12-11,"Summer",22
"RSA",2008-12-11,"Summer",1
"RUS",2008-12-11,"Summer",142
"SGP",2008-12-11,"Summer",3
"SLO",2008-12-11,"Summer",5
"SRB",2008-12-11,"Summer",15
"SUD",2008-12-11,"Summer",1
"SUI",2008-12-11,"Summer",11
"SVK",2008-12-11,"Summer",10
"SWE",2008-12-11,"Summer",7
"THA",2008-12-11,"Summer",4
"TJK",2008-12-11,"Summer",2
"TOG",2008-12-11,"Summer",1
"TPE",2008-12-11,"Summer",4
"TTO",2008-12-11,"Summer",6
"TUN",2008-12-11,"Summer",1
"TUR",2008-12-11,"Summer",7
"UKR",2008-12-11,"Summer",31
"USA",2008-12-11,"Summer",317
"UZB",2008-12-11,"Summer",6
"VEN",2008-12-11,"Summer",1
"VIE",2008-12-11,"Summer",1
"ZIM",2008-12-11,"Summer",4
"AUS",2010-12-11,"Winter",3
"AUT",2010-12-11,"Winter",26
"BLR",2010-12-11,"Winter",3
"CAN",2010-12-11,"Winter",90
"CHN",2010-12-11,"Winter",19
"CRO",2010-12-11,"Winter",3
"CZE",2010-12-11,"Winter",9
"EST",2010-12-11,"Winter",1
"FIN",2010-12-11,"Winter",47
"FRA",2010-12-11,"Winter",14
"GBR",2010-12-11,"Winter",1
"GER",2010-12-11,"Winter",54
"ITA",2010-12-11,"Winter",5
"JPN",2010-12-11,"Winter",7
"KAZ",2010-12-11,"Winter",1
"KOR",2010-12-11,"Winter",18
"LAT",2010-12-11,"Winter",3
"NED",2010-12-11,"Winter",11
"NOR",2010-12-11,"Winter",39
"POL",2010-12-11,"Winter",8
"RUS",2010-12-11,"Winter",25
"SLO",2010-12-11,"Winter",3
"SUI",2010-12-11,"Winter",12
"SVK",2010-12-11,"Winter",3
"SWE",2010-12-11,"Winter",18
"USA",2010-12-11,"Winter",97
"AFG",2012-12-11,"Summer",1
"ALG",2012-12-11,"Summer",1
"ARG",2012-12-11,"Summer",19
"ARM",2012-12-11,"Summer",3
"AUS",2012-12-11,"Summer",114
"AZE",2012-12-11,"Summer",10
"BAH",2012-12-11,"Summer",4
"BEL",2012-12-11,"Summer",3
"BLR",2012-12-11,"Summer",23
"BOT",2012-12-11,"Summer",1
"BRA",2012-12-11,"Summer",59
"BRN",2012-12-11,"Summer",1
"BUL",2012-12-11,"Summer",2
"CAN",2012-12-11,"Summer",55
"CHN",2012-12-11,"Summer",125
"COL",2012-12-11,"Summer",8
"CRO",2012-12-11,"Summer",35
"CUB",2012-12-11,"Summer",14
"CYP",2012-12-11,"Summer",1
"CZE",2012-12-11,"Summer",14
"DEN",2012-12-11,"Summer",16
"DOM",2012-12-11,"Summer",2
"EGY",2012-12-11,"Summer",2
"ESP",2012-12-11,"Summer",63
"EST",2012-12-11,"Summer",2
"ETH",2012-12-11,"Summer",7
"FIN",2012-12-11,"Summer",5
"FRA",2012-12-11,"Summer",82
"GAB",2012-12-11,"Summer",1
"GBR",2012-12-11,"Summer",126
"GEO",2012-12-11,"Summer",7
"GER",2012-12-11,"Summer",94
"GRE",2012-12-11,"Summer",3
"GRN",2012-12-11,"Summer",1
"GUA",2012-12-11,"Summer",1
"HKG",2012-12-11,"Summer",1
"HUN",2012-12-11,"Summer",26
"INA",2012-12-11,"Summer",2
"IND",2012-12-11,"Summer",6
"IRI",2012-12-11,"Summer",12
"IRL",2012-12-11,"Summer",5
"ITA",2012-12-11,"Summer",68
"JAM",2012-12-11,"Summer",25
"JPN",2012-12-11,"Summer",84
"KAZ",2012-12-11,"Summer",13
"KEN",2012-12-11,"Summer",11
"KOR",2012-12-11,"Summer",61
"KSA",2012-12-11,"Summer",4
"KUW",2012-12-11,"Summer",1
"LAT",2012-12-11,"Summer",3
"LTU",2012-12-11,"Summer",5
"MAR",2012-12-11,"Summer",1
"MAS",2012-12-11,"Summer",2
"MDA",2012-12-11,"Summer",2
"MEX",2012-12-11,"Summer",24
"MGL",2012-12-11,"Summer",5
"MNE",2012-12-11,"Summer",14
"NED",2012-12-11,"Summer",69
"NOR",2012-12-11,"Summer",17
"NZL",2012-12-11,"Summer",27
"POL",2012-12-11,"Summer",12
"POR",2012-12-11,"Summer",2
"PRK",2012-12-11,"Summer",6
"PUR",2012-12-11,"Summer",2
"QAT",2012-12-11,"Summer",2
"ROU",2012-12-11,"Summer",16
"RSA",2012-12-11,"Summer",9
"RUS",2012-12-11,"Summer",140
"SGP",2012-12-11,"Summer",4
"SLO",2012-12-11,"Summer",5
"SRB",2012-12-11,"Summer",16
"SUI",2012-12-11,"Summer",4
"SVK",2012-12-11,"Summer",5
"SWE",2012-12-11,"Summer",22
"THA",2012-12-11,"Summer",3
"TJK",2012-12-11,"Summer",1
"TPE",2012-12-11,"Summer",2
"TTO",2012-12-11,"Summer",10
"TUN",2012-12-11,"Summer",3
"TUR",2012-12-11,"Summer",5
"UGA",2012-12-11,"Summer",1
"UKR",2012-12-11,"Summer",26
"USA",2012-12-11,"Summer",248
"UZB",2012-12-11,"Summer",3
"VEN",2012-12-11,"Summer",1
"AUS",2014-12-11,"Winter",3
"AUT",2014-12-11,"Winter",27
"BLR",2014-12-11,"Winter",6
"CAN",2014-12-11,"Winter",86
"CHN",2014-12-11,"Winter",12
"CRO",2014-12-11,"Winter",1
"CZE",2014-12-11,"Winter",11
"FIN",2014-12-11,"Winter",33
"FRA",2014-12-11,"Winter",18
"GBR",2014-12-11,"Winter",10
"GER",2014-12-11,"Winter",36
"ITA",2014-12-11,"Winter",14
"JPN",2014-12-11,"Winter",11
"KAZ",2014-12-11,"Winter",1
"KOR",2014-12-11,"Winter",14
"LAT",2014-12-11,"Winter",11
"NED",2014-12-11,"Winter",29
"NOR",2014-12-11,"Winter",36
"POL",2014-12-11,"Winter",11
"RUS",2014-12-11,"Winter",68
"SLO",2014-12-11,"Winter",8
"SUI",2014-12-11,"Winter",30
"SVK",2014-12-11,"Winter",1
"SWE",2014-12-11,"Winter",51
"UKR",2014-12-11,"Winter",5
"USA",2014-12-11,"Winter",64
"ALG",2016-12-11,"Summer",2
"ARG",2016-12-11,"Summer",22
"ARM",2016-12-11,"Summer",4
"AUS",2016-12-11,"Summer",82
"AUT",2016-12-11,"Summer",2
"AZE",2016-12-11,"Summer",18
"BAH",2016-12-11,"Summer",6
"BDI",2016-12-11,"Summer",1
"BEL",2016-12-11,"Summer",21
"BLR",2016-12-11,"Summer",12
"BRA",2016-12-11,"Summer",50
"BRN",2016-12-11,"Summer",2
"BUL",2016-12-11,"Summer",7
"CAN",2016-12-11,"Summer",69
"CHN",2016-12-11,"Summer",113
"CIV",2016-12-11,"Summer",2
"COL",2016-12-11,"Summer",8
"CRO",2016-12-11,"Summer",24
"CUB",2016-12-11,"Summer",11
"CZE",2016-12-11,"Summer",15
"DEN",2016-12-11,"Summer",41
"DOM",2016-12-11,"Summer",1
"EGY",2016-12-11,"Summer",3
"ESP",2016-12-11,"Summer",45
"EST",2016-12-11,"Summer",4
"ETH",2016-12-11,"Summer",8
"FIJ",2016-12-11,"Summer",13
"FIN",2016-12-11,"Summer",1
"FRA",2016-12-11,"Summer",96
"GBR",2016-12-11,"Summer",145
"GEO",2016-12-11,"Summer",7
"GER",2016-12-11,"Summer",159
"GRE",2016-12-11,"Summer",7
"GRN",2016-12-11,"Summer",1
"HUN",2016-12-11,"Summer",22
"INA",2016-12-11,"Summer",4
"IND",2016-12-11,"Summer",2
"IOA",2016-12-11,"Summer",2
"IRI",2016-12-11,"Summer",8
"IRL",2016-12-11,"Summer",3
"ISR",2016-12-11,"Summer",2
"ITA",2016-12-11,"Summer",72
"JAM",2016-12-11,"Summer",30
"JOR",2016-12-11,"Summer",1
"JPN",2016-12-11,"Summer",64
"KAZ",2016-12-11,"Summer",18
"KEN",2016-12-11,"Summer",13
"KOR",2016-12-11,"Summer",26
"KOS",2016-12-11,"Summer",1
"LTU",2016-12-11,"Summer",7
"MAR",2016-12-11,"Summer",1
"MAS",2016-12-11,"Summer",8
"MEX",2016-12-11,"Summer",5
"MGL",2016-12-11,"Summer",2
"NED",2016-12-11,"Summer",47
"NGR",2016-12-11,"Summer",18
"NIG",2016-12-11,"Summer",1
"NOR",2016-12-11,"Summer",19
"NZL",2016-12-11,"Summer",36
"PHI",2016-12-11,"Summer",1
"POL",2016-12-11,"Summer",16
"POR",2016-12-11,"Summer",1
"PRK",2016-12-11,"Summer",7
"PUR",2016-12-11,"Summer",1
"QAT",2016-12-11,"Summer",1
"ROU",2016-12-11,"Summer",16
"RSA",2016-12-11,"Summer",23
"RUS",2016-12-11,"Summer",115
"SGP",2016-12-11,"Summer",1
"SLO",2016-12-11,"Summer",4
"SRB",2016-12-11,"Summer",54
"SUI",2016-12-11,"Summer",11
"SVK",2016-12-11,"Summer",8
"SWE",2016-12-11,"Summer",28
"THA",2016-12-11,"Summer",6
"TJK",2016-12-11,"Summer",1
"TPE",2016-12-11,"Summer",5
"TTO",2016-12-11,"Summer",1
"TUN",2016-12-11,"Summer",3
"TUR",2016-12-11,"Summer",8
"UAE",2016-12-11,"Summer",1
"UKR",2016-12-11,"Summer",15
"USA",2016-12-11,"Summer",264
"UZB",2016-12-11,"Summer",13
"VEN",2016-12-11,"Summer",3
"VIE",2016-12-11,"Summer",2
